Displacement_mm,BaseShear_kN,Drift_pct,Stiffness_kNmm
2.000000000000000000e+00,1.141888525610861507e+02,1.142857142857142856e-02,5.709442628054307534e+01
-2.000000000000000000e+00,-1.152449969824701839e+02,-1.142857142857142856e-02,5.762249849123509193e+01
2.000000000000000000e+00,1.152482404506715739e+02,1.142857142857142856e-02,5.762412022533578693e+01
-2.000000000000000000e+00,-1.152523729819305487e+02,-1.142857142857142856e-02,5.762618649096527434e+01
2.000000000000000000e+00,1.152483555650134690e+02,1.142857142857142856e-02,5.762417778250673450e+01
-2.000000000000000000e+00,-1.152523721732472524e+02,-1.142857142857142856e-02,5.762618608662362618e+01
4.000000000000000000e+00,2.291270898970013548e+02,2.285714285714285712e-02,5.728177247425033869e+01
-4.000000000000000000e+00,-2.304225064779276408e+02,-2.285714285714285712e-02,5.760562661948191021e+01
4.000000000000000000e+00,2.304258153554749811e+02,2.285714285714285712e-02,5.760645383886874527e+01
-4.000000000000000000e+00,-2.304326980887122431e+02,-2.285714285714285712e-02,5.760817452217806078e+01
4.000000000000000000e+00,2.304259811036035046e+02,2.285714285714285712e-02,5.760649527590087615e+01
-4.000000000000000000e+00,-2.304327005869883180e+02,-2.285714285714285712e-02,5.760817514674707951e+01
8.000000000000000000e+00,4.558687937035311393e+02,4.571428571428571425e-02,5.698359921294139241e+01
-8.000000000000000000e+00,-4.588562614021566901e+02,-4.571428571428571425e-02,5.735703267526958626e+01
8.000000000000000000e+00,4.589630466521222161e+02,4.571428571428571425e-02,5.737038083151527701e+01
-8.000000000000000000e+00,-4.588859585994748045e+02,-4.571428571428571425e-02,5.736074482493435056e+01
8.000000000000000000e+00,4.589635654787708177e+02,4.571428571428571425e-02,5.737044568484635221e+01
-8.000000000000000000e+00,-4.588859678789979171e+02,-4.571428571428571425e-02,5.736074598487473963e+01
1.210000000000000320e+01,6.811878564067064872e+02,6.914285714285715867e-02,5.629651705840547748e+01
-1.190000000000000746e+01,-6.741228349946920844e+02,-6.800000000000003264e-02,5.664897773064635800e+01
1.210000000000000320e+01,6.842985524586226802e+02,6.914285714285715867e-02,5.655359937674565884e+01
-1.190000000000000746e+01,-6.741537726593048774e+02,-6.800000000000003264e-02,5.665157753439532939e+01
1.210000000000000320e+01,6.842990974907975215e+02,6.914285714285715867e-02,5.655364442072705344e+01
-1.190000000000000746e+01,-6.741537845817832704e+02,-6.800000000000003264e-02,5.665157853628427631e+01
1.610000000000000853e+01,8.858483148493909312e+02,9.200000000000004008e-02,5.502163446269506153e+01
-1.590000000000001101e+01,-8.797829215128643909e+02,-9.085714285714291405e-02,5.533225921464551789e+01
1.610000000000000853e+01,8.886134123056486942e+02,9.200000000000004008e-02,5.519337964631355220e+01
-1.590000000000001101e+01,-8.798092672923523878e+02,-9.085714285714291405e-02,5.533391618190891847e+01
1.610000000000000853e+01,8.886138851313149871e+02,9.200000000000004008e-02,5.519340901436736146e+01
-1.590000000000001101e+01,-8.798092793831315248e+02,-9.085714285714291405e-02,5.533391694233527858e+01
2.009999999999998721e+01,1.069212699292075740e+03,1.148571428571427827e-01,5.319466165632221077e+01
-1.990000000000001279e+01,-1.064297994091068631e+03,-1.137142857142857816e-01,5.348231126085768494e+01
2.009999999999998721e+01,1.071199461910027821e+03,1.148571428571427827e-01,5.329350556766311087e+01
-1.990000000000001279e+01,-1.064314278936470146e+03,-1.137142857142857816e-01,5.348312959479746098e+01
2.009999999999998721e+01,1.071199779332526987e+03,1.148571428571427827e-01,5.329352135982724548e+01
-1.990000000000001279e+01,-1.064314291136424345e+03,-1.137142857142857816e-01,5.348313020786048355e+01
3.034999999999998721e+01,1.440618221905792552e+03,1.734285714285713487e-01,4.746682773989433457e+01
-2.965000000000001279e+01,-1.423903354693850360e+03,-1.694285714285715116e-01,4.802372191210285735e+01
3.034999999999998721e+01,1.441660442405921913e+03,1.734285714285713487e-01,4.750116778932199679e+01
-2.965000000000001279e+01,-1.423872016887556128e+03,-1.694285714285715116e-01,4.802266498777590442e+01
3.034999999999998721e+01,1.441658215565611954e+03,1.734285714285713487e-01,4.750109441731837023e+01
-2.965000000000001279e+01,-1.423871229195000751e+03,-1.694285714285715116e-01,4.802263842141653072e+01
4.034999999999998721e+01,1.713049512110424985e+03,2.305714285714285106e-01,4.245475866444672874e+01
-3.965000000000001279e+01,-1.700547093058120481e+03,-2.265714285714286180e-01,4.288895568872938213e+01
4.034999999999998721e+01,1.711314916310910576e+03,2.305714285714285106e-01,4.241176992096433906e+01
-3.965000000000001279e+01,-1.700268699295821079e+03,-2.265714285714286180e-01,4.288193440846962545e+01
4.034999999999998721e+01,1.711260673149900185e+03,2.305714285714285106e-01,4.241042560470634015e+01
-3.965000000000001279e+01,-1.700220620325992741e+03,-2.265714285714286180e-01,4.288072182411077193e+01
5.034999999999998721e+01,1.937227341931783485e+03,2.877142857142856447e-01,3.847522029655976183e+01
-4.965000000000001279e+01,-1.927941332884203575e+03,-2.837142857142858077e-01,3.883064114570399283e+01
5.034999999999998721e+01,1.934269703759930508e+03,2.877142857142856447e-01,3.841647872412971054e+01
-4.965000000000001279e+01,-1.926032543989515489e+03,-2.837142857142858077e-01,3.879219625356525825e+01
5.034999999999998721e+01,1.933682282993302579e+03,2.877142857142856447e-01,3.840481197603382668e+01
-4.965000000000001279e+01,-1.925466211025127222e+03,-2.837142857142858077e-01,3.878078974874374296e+01
5.984999999999998721e+01,2.116637971670457318e+03,3.419999999999999707e-01,3.536571381237189371e+01
-6.015000000000001279e+01,-2.131310934416631426e+03,-3.437142857142858055e-01,3.543326574258738049e+01
5.984999999999998721e+01,2.110572104906957520e+03,3.419999999999999707e-01,3.526436265508701950e+01
-6.015000000000001279e+01,-2.127378790568018303e+03,-3.437142857142858055e-01,3.536789344252731127e+01
5.984999999999998721e+01,2.106319877217977137e+03,3.419999999999999707e-01,3.519331457339979607e+01
-6.015000000000001279e+01,-2.122953557585559793e+03,-3.437142857142858055e-01,3.529432348438169953e+01
6.934999999999999432e+01,2.265184492727519682e+03,3.962857142857141857e-01,3.266307848201181940e+01
-7.065000000000000568e+01,-2.293653647774954152e+03,-4.037142857142856922e-01,3.246501978450041292e+01
6.934999999999999432e+01,2.253987137819023701e+03,3.962857142857141857e-01,3.250161698369176122e+01
-7.065000000000000568e+01,-2.281631784379136207e+03,-4.037142857142856922e-01,3.229485894379527622e+01
6.934999999999999432e+01,2.247330664554173381e+03,3.962857142857141857e-01,3.240563323077395097e+01
-7.065000000000000568e+01,-2.273041974570563070e+03,-4.037142857142856922e-01,3.217327635627123783e+01
7.934999999999999432e+01,2.397931044166183710e+03,4.534285714285714031e-01,3.021967289434384085e+01
-8.065000000000000568e+01,-2.426425180497126348e+03,-4.608571428571429096e-01,3.008586708613919569e+01
7.934999999999999432e+01,2.385911497543134828e+03,4.534285714285714031e-01,3.006819782663055918e+01
-8.065000000000000568e+01,-2.413341203630728614e+03,-4.608571428571429096e-01,2.992363550689061924e+01
7.934999999999999432e+01,2.379916994762184913e+03,4.534285714285714031e-01,2.999265273802375731e+01
-8.065000000000000568e+01,-2.407011907272848021e+03,-4.608571428571429096e-01,2.984515694076686643e+01
9.034999999999999432e+01,2.527767951789910512e+03,5.162857142857142367e-01,2.797750915096746738e+01
-8.965000000000000568e+01,-2.531130263959309559e+03,-5.122857142857143442e-01,2.823346641337768403e+01
9.034999999999999432e+01,2.508364236041396452e+03,5.162857142857142367e-01,2.776274749354063687e+01
-8.965000000000000568e+01,-2.515394528416949470e+03,-5.122857142857143442e-01,2.805794231363022107e+01
9.034999999999999432e+01,2.497802590446109207e+03,5.162857142857142367e-01,2.764585047533048723e+01
-8.965000000000000568e+01,-2.505539166873912109e+03,-5.122857142857143442e-01,2.794801078498507607e+01
1.003499999999999943e+02,2.615623776063034256e+03,5.734285714285713986e-01,2.606501022484339103e+01
-9.965000000000000568e+01,-2.622911557005933446e+03,-5.694285714285713951e-01,2.632123990974343641e+01
1.003499999999999943e+02,2.587771008873759001e+03,5.734285714285713986e-01,2.578745399973850638e+01
-9.965000000000000568e+01,-2.597114721321926027e+03,-5.694285714285713951e-01,2.606236549244280809e+01
1.003499999999999943e+02,2.575912504848720346e+03,5.734285714285713986e-01,2.566928255952885252e+01
-9.965000000000000568e+01,-2.585749782962062909e+03,-5.694285714285713951e-01,2.594831693890680313e+01
