Displacement_mm,BaseShear_kN
0.000000000000000000e+00,-3.925704724659266898e+00
-2.500000000000000000e-01,-1.851214566777884585e+01
-5.000000000000000000e-01,-3.309351144689048141e+01
-7.500000000000000000e-01,-4.766691289030121226e+01
-1.000000000000000000e+00,-6.223595482810102197e+01
-1.250000000000000000e+00,-7.680261366647464172e+01
-1.500000000000000000e+00,-9.136668851205411102e+01
-1.750000000000000000e+00,-1.059343777572946976e+02
-2.000000000000000000e+00,-1.205012207545725573e+02
-2.250000000000000000e+00,-1.350797263484343489e+02
-2.500000000000000000e+00,-1.496507430777502918e+02
-2.750000000000000000e+00,-1.642331869662534700e+02
-3.000000000000000000e+00,-1.788167225329100631e+02
-3.250000000000000000e+00,-1.933950666458120509e+02
-3.500000000000000000e+00,-2.079758267442869339e+02
-3.750000000000000000e+00,-2.225580010102019060e+02
-4.000000000000000000e+00,-2.371220228133335013e+02
-4.250000000000000000e+00,-2.515272717336510482e+02
-4.500000000000000000e+00,-2.659201230131156422e+02
-4.750000000000000000e+00,-2.803045145986610009e+02
-5.000000000000000000e+00,-2.946755809157733097e+02
-5.250000000000000000e+00,-3.090339625577801144e+02
-5.500000000000000000e+00,-3.233767634560748547e+02
-5.750000000000000000e+00,-3.377030410951791737e+02
-6.000000000000000000e+00,-3.520115681357538620e+02
-6.250000000000000000e+00,-3.662962712155429017e+02
-6.500000000000000000e+00,-3.805583453197423864e+02
-6.750000000000000000e+00,-3.947957944743813528e+02
-7.000000000000000000e+00,-4.090104288680443005e+02
-7.250000000000000000e+00,-4.231998038942014091e+02
-7.500000000000000000e+00,-4.373637264336750263e+02
-7.750000000000000000e+00,-4.515000018903233467e+02
-8.000000000000000000e+00,-4.656161712751542154e+02
-7.750000000000000000e+00,-4.510613859180314194e+02
-7.500000000000000000e+00,-4.365040250248941334e+02
-7.250000000000000000e+00,-4.219445920784519330e+02
-7.000000000000000000e+00,-4.073817066406569438e+02
-6.750000000000000000e+00,-3.928161681492636035e+02
-6.500000000000000000e+00,-3.782490951323588320e+02
-6.250000000000000000e+00,-3.636788764584134697e+02
-6.000000000000000000e+00,-3.491054495000764177e+02
-5.750000000000000000e+00,-3.345304906798059505e+02
-5.500000000000000000e+00,-3.199544754947787055e+02
-5.250000000000000000e+00,-3.053772913180707178e+02
-5.000000000000000000e+00,-2.907990468786593965e+02
-4.750000000000000000e+00,-2.762206360371350229e+02
-4.500000000000000000e+00,-2.616417951780096587e+02
-4.250000000000000000e+00,-2.470620839146264132e+02
-4.000000000000000000e+00,-2.324827344578559689e+02
-3.750000000000000000e+00,-2.179038395958860406e+02
-3.500000000000000000e+00,-2.033260862389516319e+02
-3.250000000000000000e+00,-1.887506295419395315e+02
-3.000000000000000000e+00,-1.741757000274004668e+02
-2.750000000000000000e+00,-1.596046422186494738e+02
-2.500000000000000000e+00,-1.450364183579867472e+02
-2.250000000000000000e+00,-1.304694668343096566e+02
-2.000000000000000000e+00,-1.159085803976067552e+02
-1.750000000000000000e+00,-1.013486595059462729e+02
-1.500000000000000000e+00,-8.679384128425421352e+01
-1.250000000000000000e+00,-7.223812712991643536e+01
-1.000000000000000000e+00,-5.768550138181799980e+01
-7.500000000000000000e-01,-4.313217820995438245e+01
-5.000000000000000000e-01,-2.857510044502679136e+01
-2.500000000000000000e-01,-1.401648875854259657e+01
0.000000000000000000e+00,5.404900436981933121e-01
2.500000000000000000e-01,1.509849367743430015e+01
5.000000000000000000e-01,2.965168387990261678e+01
7.500000000000000000e-01,4.420017549378177790e+01
1.000000000000000000e+00,5.874749189907315383e+01
1.250000000000000000e+00,7.328424544557027787e+01
1.500000000000000000e+00,8.782537560995982062e+01
1.750000000000000000e+00,1.023622590515693247e+02
2.000000000000000000e+00,1.169023562414447923e+02
2.250000000000000000e+00,1.314438572309660458e+02
2.500000000000000000e+00,1.459842395409830829e+02
2.750000000000000000e+00,1.605312624097682033e+02
3.000000000000000000e+00,1.750820923204867086e+02
3.250000000000000000e+00,1.896288667785127586e+02
3.500000000000000000e+00,2.041717324302753127e+02
3.750000000000000000e+00,2.187224781450395028e+02
4.000000000000000000e+00,2.332787988367202274e+02
4.250000000000000000e+00,2.478351323346395247e+02
4.500000000000000000e+00,2.623867342092208901e+02
4.750000000000000000e+00,2.769397688627880143e+02
5.000000000000000000e+00,2.914843163235037764e+02
5.250000000000000000e+00,3.060343077056945731e+02
5.500000000000000000e+00,3.205789479075486383e+02
5.750000000000000000e+00,3.351206768028614533e+02
6.000000000000000000e+00,3.496612101288162080e+02
6.250000000000000000e+00,3.642005003822943081e+02
6.500000000000000000e+00,3.787351298422573223e+02
6.750000000000000000e+00,3.932706822503891999e+02
7.000000000000000000e+00,4.077971602418371617e+02
7.250000000000000000e+00,4.223163688975033097e+02
7.500000000000000000e+00,4.368312069103899944e+02
7.750000000000000000e+00,4.513443310446410237e+02
8.000000000000000000e+00,4.657643953479438892e+02
7.750000000000000000e+00,4.512083219805504655e+02
7.500000000000000000e+00,4.366488442622596722e+02
7.250000000000000000e+00,4.220877573571279981e+02
7.000000000000000000e+00,4.075236230844923853e+02
6.750000000000000000e+00,3.929555832279844481e+02
6.500000000000000000e+00,3.783836067982232407e+02
6.250000000000000000e+00,3.638108330213490262e+02
6.000000000000000000e+00,3.492354314467617655e+02
5.750000000000000000e+00,3.346582043518670844e+02
5.500000000000000000e+00,3.200801667084630253e+02
5.250000000000000000e+00,3.055015460454209233e+02
5.000000000000000000e+00,2.909221861351697385e+02
4.750000000000000000e+00,2.763423753194784354e+02
4.500000000000000000e+00,2.617631184334155705e+02
4.250000000000000000e+00,2.471831842941400055e+02
4.000000000000000000e+00,2.326045490784079561e+02
3.750000000000000000e+00,2.180264863446417962e+02
3.500000000000000000e+00,2.034505477670928997e+02
3.250000000000000000e+00,1.888763193076622429e+02
3.000000000000000000e+00,1.743039170703087848e+02
2.750000000000000000e+00,1.597352268488178879e+02
2.500000000000000000e+00,1.451698955841303018e+02
2.250000000000000000e+00,1.306057099203603684e+02
2.000000000000000000e+00,1.160463824507164645e+02
1.750000000000000000e+00,1.014886295569697694e+02
1.500000000000000000e+00,8.693385479611002609e+01
1.250000000000000000e+00,7.238013160866006501e+01
1.000000000000000000e+00,5.782401855750364206e+01
7.500000000000000000e-01,4.326997688448935975e+01
5.000000000000000000e-01,2.871499771668993262e+01
2.500000000000000000e-01,1.415774674818853285e+01
0.000000000000000000e+00,-3.997932576555920381e-01
-2.500000000000000000e-01,-1.495533542827696216e+01
-5.000000000000000000e-01,-2.950649236159602040e+01
-7.500000000000000000e-01,-4.404904995592883665e+01
-1.000000000000000000e+00,-5.858667474021448385e+01
-1.250000000000000000e+00,-7.312278681023401816e+01
-1.500000000000000000e+00,-8.765410691519223008e+01
-1.750000000000000000e+00,-1.021897347629476229e+02
-2.000000000000000000e+00,-1.167230576795841444e+02
-2.250000000000000000e+00,-1.312683847210036845e+02
-2.500000000000000000e+00,-1.458067004619506406e+02
-2.750000000000000000e+00,-1.603551060612432480e+02
-3.000000000000000000e+00,-1.749058055788642605e+02
-3.250000000000000000e+00,-1.894514097213157982e+02
-3.500000000000000000e+00,-2.040005701427775193e+02
-3.750000000000000000e+00,-2.185492900395005336e+02
-4.000000000000000000e+00,-2.331047703659719730e+02
-4.250000000000000000e+00,-2.476596404847650774e+02
-4.500000000000000000e+00,-2.622107020924883614e+02
-4.750000000000000000e+00,-2.767611428154966120e+02
-5.000000000000000000e+00,-2.913086719971950629e+02
-5.250000000000000000e+00,-3.058557644817573760e+02
-5.500000000000000000e+00,-3.204014628680833994e+02
-5.750000000000000000e+00,-3.349453123880757630e+02
-6.000000000000000000e+00,-3.494863102759983349e+02
-6.250000000000000000e+00,-3.640227639168782616e+02
-6.500000000000000000e+00,-3.785543463747035275e+02
-6.750000000000000000e+00,-3.930822134439753199e+02
-7.000000000000000000e+00,-4.076048442668690655e+02
-7.250000000000000000e+00,-4.221210981264584916e+02
-7.500000000000000000e+00,-4.366325490275541483e+02
-7.750000000000000000e+00,-4.511390718381608167e+02
-8.000000000000000000e+00,-4.656445982140482442e+02
-7.750000000000000000e+00,-4.510898415548535354e+02
-7.500000000000000000e+00,-4.365325124378627493e+02
-7.250000000000000000e+00,-4.219731114650888344e+02
-7.000000000000000000e+00,-4.074102585223675987e+02
-6.750000000000000000e+00,-3.928447588093933973e+02
-6.500000000000000000e+00,-3.782777257436686682e+02
-6.250000000000000000e+00,-3.637075592909270085e+02
-6.000000000000000000e+00,-3.491341924496121010e+02
-5.750000000000000000e+00,-3.345592974551447583e+02
-5.500000000000000000e+00,-3.199833573957143926e+02
-5.250000000000000000e+00,-3.054062649231974547e+02
-5.000000000000000000e+00,-2.908281316689264600e+02
