Displacement_mm,BaseShear_kN,Drift_pct,Stiffness_kNmm
-7.065000000000000568e+01,-2.333408820258633114e+03,-4.037142857142856922e-01,3.302772569368199385e+01
7.934999999999999432e+01,2.479477988635981092e+03,4.534285714285714031e-01,3.124735965514784297e+01
-8.065000000000000568e+01,-2.508238630258028479e+03,-4.608571428571429096e-01,3.110029299761969312e+01
7.934999999999999432e+01,2.462993993495921586e+03,4.534285714285714031e-01,3.103962184619939180e+01
-8.065000000000000568e+01,-2.492273135134006679e+03,-4.608571428571429096e-01,3.090233273569753791e+01
7.934999999999999432e+01,2.455933373698161176e+03,4.534285714285714031e-01,3.095064113041161136e+01
-8.065000000000000568e+01,-2.486003178069136084e+03,-4.608571428571429096e-01,3.082458993266132552e+01
9.034999999999999432e+01,2.619025405467476503e+03,5.162857142857142367e-01,2.898755291054207817e+01
-8.965000000000000568e+01,-2.618216075635941252e+03,-5.122857142857143442e-01,2.920486420118171722e+01
9.034999999999999432e+01,2.590543450638312606e+03,5.162857142857142367e-01,2.867231268000346134e+01
-8.965000000000000568e+01,-2.594946954341628498e+03,-5.122857142857143442e-01,2.894530902779284176e+01
9.034999999999999432e+01,2.578433107460822612e+03,5.162857142857142367e-01,2.853827457067872331e+01
-8.965000000000000568e+01,-2.584106111298454834e+03,-5.122857142857143442e-01,2.882438495592252892e+01
1.003499999999999943e+02,2.702829210558104478e+03,5.734285714285713986e-01,2.693402302499356793e+01
-9.965000000000000568e+01,-2.709151095772667304e+03,-5.694285714285713951e-01,2.718666428271617974e+01
1.003499999999999943e+02,2.664920271792749190e+03,5.734285714285713986e-01,2.655625582254857164e+01
-9.965000000000000568e+01,-2.674136169340017659e+03,-5.694285714285713951e-01,2.683528519157067294e+01
1.003499999999999943e+02,2.649113881497847160e+03,5.734285714285713986e-01,2.639874321373041610e+01
-9.965000000000000568e+01,-2.658853467436199935e+03,-5.694285714285713951e-01,2.668192139925940509e+01
