Displacement_mm,BaseShear_kN,Drift_pct,Stiffness_kNmm
2.982500000000001705e+01,1.762048961313181735e+03,1.704285714285715125e-01,5.907959635584847291e+01
-3.017499999999998295e+01,-1.779697222246736828e+03,-1.724285714285713478e-01,5.897919543485460991e+01
2.982500000000001705e+01,1.762698078667582422e+03,1.704285714285715125e-01,5.910136055884598250e+01
-3.017499999999998295e+01,-1.779539495934568095e+03,-1.724285714285713478e-01,5.897396838225581206e+01
2.982500000000001705e+01,1.762682599143847028e+03,1.704285714285715125e-01,5.910084154715325866e+01
-3.017499999999998295e+01,-1.779535961438171171e+03,-1.724285714285713478e-01,5.897385124898664799e+01
3.982500000000001705e+01,2.120861334380628250e+03,2.275714285714286744e-01,5.325452189279666726e+01
-4.017499999999998295e+01,-2.132655597623726862e+03,-2.295714285714284542e-01,5.308414679835041028e+01
3.982500000000001705e+01,2.113227740350367185e+03,2.275714285714286744e-01,5.306284344884786464e+01
-4.017499999999998295e+01,-2.130640078406239354e+03,-2.295714285714284542e-01,5.303397830507132227e+01
3.982500000000001705e+01,2.112389160687776439e+03,2.275714285714286744e-01,5.304178683459574728e+01
-4.017499999999998295e+01,-2.130104346092425203e+03,-2.295714285714284542e-01,5.302064333770817939e+01
4.982500000000001705e+01,2.397147517581899137e+03,2.847142857142858086e-01,4.811134004178421009e+01
-5.017499999999998295e+01,-2.405746414300467222e+03,-2.867142857142856438e-01,4.794711338914734711e+01
4.982500000000001705e+01,2.380302938166267268e+03,2.847142857142858086e-01,4.777326519149556106e+01
-5.017499999999998295e+01,-2.396198575464602527e+03,-2.867142857142856438e-01,4.775682263008676642e+01
4.982500000000001705e+01,2.374226650636937848e+03,2.847142857142858086e-01,4.765131260686275994e+01
-5.017499999999998295e+01,-2.391121439107755123e+03,-2.867142857142856438e-01,4.765563406293484405e+01
6.007500000000001705e+01,2.619176461643680796e+03,3.432857142857143606e-01,4.359844297367757093e+01
-5.992499999999998295e+01,-2.618569598174547536e+03,-3.424285714285713600e-01,4.369744844680096918e+01
6.007500000000001705e+01,2.588624082328840814e+03,3.432857142857143606e-01,4.308987236502439089e+01
-5.992499999999998295e+01,-2.594595879929322564e+03,-3.424285714285713600e-01,4.329738639848682880e+01
6.007500000000001705e+01,2.575242705274070431e+03,3.432857142857143606e-01,4.286712784476187466e+01
-5.992499999999998295e+01,-2.583376897636669582e+03,-3.424285714285713600e-01,4.311016933895152903e+01
6.957500000000001705e+01,2.755881696042752083e+03,3.975714285714286311e-01,3.961022919213440474e+01
-7.042499999999998295e+01,-2.775234355331929237e+03,-4.024285714285713023e-01,3.940694860251231546e+01
