Displacement_mm,BaseShear_kN
2.500000000000000000e+00,2.105466815515358121e+02
2.250000000000000000e+00,1.893386548563892973e+02
2.000000000000000000e+00,1.681307514475254834e+02
1.750000000000000000e+00,1.469232256773912582e+02
1.500000000000000000e+00,1.257161572688420961e+02
1.250000000000000000e+00,1.045096557454112514e+02
1.000000000000000000e+00,8.330392545305576846e+01
7.500000000000000000e-01,6.209881641274144926e+01
5.000000000000000000e-01,4.089315147754849988e+01
2.500000000000000000e-01,1.968758859927334370e+01
0.000000000000000000e+00,-1.518655468020677635e+00
-2.500000000000000000e-01,-2.272465324740738879e+01
-5.000000000000000000e-01,-4.392715429593538801e+01
-7.500000000000000000e-01,-6.512646704210247606e+01
-1.000000000000000000e+00,-8.632253901257540463e+01
-1.250000000000000000e+00,-1.075205138884637535e+02
-1.500000000000000000e+00,-1.287192125235826552e+02
-1.750000000000000000e+00,-1.499166798500641562e+02
-2.000000000000000000e+00,-1.711123557364196301e+02
-2.250000000000000000e+00,-1.921518305907697766e+02
-2.500000000000000000e+00,-2.131835031002337075e+02
-2.750000000000000000e+00,-2.342095218071260092e+02
-3.000000000000000000e+00,-2.552278716334369051e+02
-3.250000000000000000e+00,-2.762377577254816856e+02
-3.500000000000000000e+00,-2.972386357589664954e+02
-3.750000000000000000e+00,-3.182318867817185719e+02
-4.000000000000000000e+00,-3.392146294749096000e+02
-3.750000000000000000e+00,-3.180056572513473157e+02
-3.500000000000000000e+00,-2.967969073992400126e+02
-3.250000000000000000e+00,-2.755884466306638956e+02
-3.000000000000000000e+00,-2.543802399703012895e+02
-2.750000000000000000e+00,-2.331723108950863548e+02
-2.500000000000000000e+00,-2.119646531557942239e+02
-2.250000000000000000e+00,-1.907573598997090585e+02
-2.000000000000000000e+00,-1.695504348775964445e+02
-1.750000000000000000e+00,-1.483440224487125363e+02
-1.500000000000000000e+00,-1.271381271533934694e+02
-1.250000000000000000e+00,-1.059333160143150820e+02
-1.000000000000000000e+00,-8.472957073343822287e+01
-7.500000000000000000e-01,-6.352701085111239365e+01
-5.000000000000000000e-01,-4.232504504560198200e+01
-2.500000000000000000e-01,-2.112225054430229321e+01
0.000000000000000000e+00,8.119765189233521530e-02
2.500000000000000000e-01,2.128410600161131327e+01
5.000000000000000000e-01,4.248476803061245022e+01
7.500000000000000000e-01,6.368392161127875539e+01
1.000000000000000000e+00,8.487941247693991897e+01
1.250000000000000000e+00,1.060747890712756885e+02
1.500000000000000000e+00,1.272716392606716767e+02
1.750000000000000000e+00,1.484655612671907363e+02
2.000000000000000000e+00,1.696635717642961936e+02
2.250000000000000000e+00,1.908592711372560018e+02
2.500000000000000000e+00,2.120522932825504654e+02
2.750000000000000000e+00,2.332492389927315060e+02
3.000000000000000000e+00,2.544461430844751817e+02
3.250000000000000000e+00,2.756408995535693407e+02
3.500000000000000000e+00,2.968345383273096445e+02
3.750000000000000000e+00,3.180286319759115372e+02
4.000000000000000000e+00,3.392138781883191427e+02
3.750000000000000000e+00,3.180047824879169411e+02
3.500000000000000000e+00,2.967959934211201016e+02
3.250000000000000000e+00,2.755875132641580194e+02
3.000000000000000000e+00,2.543793777009140911e+02
2.750000000000000000e+00,2.331715264503370975e+02
2.500000000000000000e+00,2.119639484649904375e+02
2.250000000000000000e+00,1.907568130394204502e+02
2.000000000000000000e+00,1.695500115496057845e+02
1.750000000000000000e+00,1.483438279401939326e+02
1.500000000000000000e+00,1.271382976047503632e+02
1.250000000000000000e+00,1.059335416349149028e+02
1.000000000000000000e+00,8.472976690344648887e+01
7.500000000000000000e-01,6.352681401393767402e+01
5.000000000000000000e-01,4.232360757548899954e+01
2.500000000000000000e-01,2.112076226414383839e+01
0.000000000000000000e+00,-8.277991556041740251e-02
-2.500000000000000000e-01,-2.128610625431222303e+01
-5.000000000000000000e-01,-4.248585992458840366e+01
-7.500000000000000000e-01,-6.368231711507469583e+01
-1.000000000000000000e+00,-8.487556364332927217e+01
-1.250000000000000000e+00,-1.060702235086133527e+02
-1.500000000000000000e+00,-1.272651080460405524e+02
-1.750000000000000000e+00,-1.484591728861091440e+02
-2.000000000000000000e+00,-1.696578653904407474e+02
-2.250000000000000000e+00,-1.908531127459262962e+02
-2.500000000000000000e+00,-2.120480932571860251e+02
-2.750000000000000000e+00,-2.332447124934683700e+02
-3.000000000000000000e+00,-2.544417015484409887e+02
-3.250000000000000000e+00,-2.756375406887585768e+02
-3.500000000000000000e+00,-2.968322596658115913e+02
-3.750000000000000000e+00,-3.180278712253958133e+02
-4.000000000000000000e+00,-3.392227522225205689e+02
-3.750000000000000000e+00,-3.180137944196032436e+02
-3.500000000000000000e+00,-2.968050464642431621e+02
-3.250000000000000000e+00,-2.755965869370536439e+02
-3.000000000000000000e+00,-2.543883831607977015e+02
-2.750000000000000000e+00,-2.331804589522438675e+02
