Displacement_mm,BaseShear_kN
-3.500000000000002665e+00,-2.479440819450457809e+02
-3.600000000000002753e+00,-2.549486590096685461e+02
-3.700000000000002842e+00,-2.619523352222860240e+02
-3.800000000000002931e+00,-2.689556677582708630e+02
-3.900000000000003020e+00,-2.759578244985802939e+02
-4.000000000000002665e+00,-2.829582703974297146e+02
-3.900000000000002576e+00,-2.758815645963397856e+02
-3.800000000000002487e+00,-2.688048874298675628e+02
-3.700000000000002398e+00,-2.617282304914848510e+02
-3.600000000000002309e+00,-2.546516070724685505e+02
-3.500000000000002220e+00,-2.475750206098861668e+02
-3.400000000000002132e+00,-2.404984629260182203e+02
-3.300000000000002043e+00,-2.334219266568423166e+02
-3.200000000000001954e+00,-2.263454171120303613e+02
-3.100000000000001865e+00,-2.192689375192941270e+02
-3.000000000000001776e+00,-2.121924954525669875e+02
-2.900000000000001688e+00,-2.051160781565067452e+02
-2.800000000000001599e+00,-1.980397035679016824e+02
-2.700000000000001510e+00,-1.909633616739944841e+02
-2.600000000000001421e+00,-1.838870524824604615e+02
-2.500000000000001332e+00,-1.768107787804221402e+02
-2.400000000000001243e+00,-1.697345532097926650e+02
-2.300000000000001155e+00,-1.626584056928311384e+02
-2.200000000000001066e+00,-1.555822983388478349e+02
-2.100000000000000977e+00,-1.485062323221090992e+02
-2.000000000000000888e+00,-1.414302654818768872e+02
-1.900000000000000799e+00,-1.343543343835468136e+02
-1.800000000000000711e+00,-1.272784785718575478e+02
-1.700000000000000622e+00,-1.202027253896924179e+02
-1.600000000000000533e+00,-1.131271714465605385e+02
-1.500000000000000444e+00,-1.060514613379592248e+02
-1.400000000000000355e+00,-9.897598226897422080e+01
-1.300000000000000266e+00,-9.190083742837124703e+01
-1.200000000000000178e+00,-8.482585212245153627e+01
-1.100000000000000089e+00,-7.775081541534592589e+01
-1.000000000000000000e+00,-7.067617176354363551e+01
-9.000000000000000222e-01,-6.360177165672504174e+01
-8.000000000000000444e-01,-5.652733873231935036e+01
-7.000000000000000666e-01,-4.945315804176492236e+01
-6.000000000000000888e-01,-4.237906863018270798e+01
-5.000000000000001110e-01,-3.530518709579274628e+01
-4.000000000000001332e-01,-2.823085444579010428e+01
-3.000000000000001554e-01,-2.115636390352327822e+01
-2.000000000000001499e-01,-1.408156290302559910e+01
-1.000000000000001443e-01,-7.006685242857050966e+00
-1.387778780781445676e-16,6.770987626462976472e-02
9.999999999999986677e-02,7.142441550894648827e+00
1.999999999999998723e-01,1.421691144632597492e+01
2.999999999999998779e-01,2.129097445745051687e+01
3.999999999999999112e-01,2.836473439746502123e+01
4.999999999999998890e-01,3.543834116448014271e+01
5.999999999999998668e-01,4.251217022848433658e+01
6.999999999999998446e-01,4.958473833068318726e+01
7.999999999999998224e-01,5.665690523837660209e+01
8.999999999999998002e-01,6.372852976960729166e+01
9.999999999999997780e-01,7.080132470239044551e+01
1.099999999999999867e+00,7.787233771012868999e+01
1.199999999999999956e+00,8.494366095985905929e+01
1.300000000000000044e+00,9.201552903280258988e+01
1.400000000000000133e+00,9.908825925302714666e+01
1.500000000000000222e+00,1.061595084265895821e+02
1.600000000000000311e+00,1.132319042592662584e+02
1.700000000000000400e+00,1.203032464871914726e+02
1.800000000000000488e+00,1.273756579784613336e+02
1.900000000000000577e+00,1.344462328084665330e+02
2.000000000000000444e+00,1.415189822461442759e+02
2.100000000000000533e+00,1.485908286547475541e+02
2.200000000000000622e+00,1.556622472651265809e+02
2.300000000000000711e+00,1.627333586034167467e+02
2.400000000000000799e+00,1.698051136139537221e+02
2.500000000000000888e+00,1.768779513043808720e+02
2.600000000000000977e+00,1.839506228775975103e+02
2.700000000000001066e+00,1.910218788056739925e+02
2.800000000000001155e+00,1.980942848698066427e+02
2.900000000000001243e+00,2.051671615808267006e+02
3.000000000000001332e+00,2.122392880780063820e+02
3.100000000000001421e+00,2.193110025463759882e+02
3.200000000000001510e+00,2.263825449348485392e+02
3.300000000000001599e+00,2.334549975199377343e+02
3.400000000000001688e+00,2.405275499014034608e+02
3.500000000000001776e+00,2.475997346392900909e+02
3.600000000000001865e+00,2.546718309213293026e+02
3.700000000000001954e+00,2.617439644361318187e+02
3.800000000000002043e+00,2.688163518707407889e+02
3.900000000000002132e+00,2.758889279718649163e+02
4.000000000000001776e+00,2.829530307662611222e+02
3.900000000000001688e+00,2.758763243554092810e+02
3.800000000000001599e+00,2.687996430885390851e+02
3.700000000000001510e+00,2.617229910217883457e+02
3.600000000000001421e+00,2.546463701180222756e+02
3.500000000000001332e+00,2.475697832029127596e+02
3.400000000000001243e+00,2.404932290273000035e+02
3.300000000000001155e+00,2.334167085159894555e+02
3.200000000000001066e+00,2.263402186272921313e+02
3.100000000000000977e+00,2.192637699070435247e+02
3.000000000000000888e+00,2.121873638417574170e+02
2.900000000000000799e+00,2.051109998533441399e+02
2.800000000000000711e+00,1.980346735254189525e+02
2.700000000000000622e+00,1.909583666568113927e+02
2.600000000000000533e+00,1.838821297634148948e+02
2.500000000000000444e+00,1.768059039246232658e+02
2.400000000000000355e+00,1.697297457374529586e+02
2.300000000000000266e+00,1.626536694579943685e+02
2.200000000000000178e+00,1.555776621216055275e+02
2.100000000000000089e+00,1.485016365123983917e+02
2.000000000000000000e+00,1.414257821321754420e+02
1.899999999999999911e+00,1.343499607771699971e+02
1.799999999999999822e+00,1.272741965945295988e+02
1.699999999999999734e+00,1.201985601011269438e+02
1.599999999999999645e+00,1.131229767960114430e+02
1.499999999999999556e+00,1.060474536128839418e+02
1.399999999999999467e+00,9.897201367058936228e+01
1.299999999999999378e+00,9.189684816871910300e+01
1.199999999999999289e+00,8.482186386351860108e+01
1.099999999999999201e+00,7.774699065784875529e+01
9.999999999999992228e-01,7.067194966983781512e+01
8.999999999999992450e-01,6.359737696642124405e+01
7.999999999999992673e-01,5.652272267451022003e+01
6.999999999999992895e-01,4.944835069984788589e+01
5.999999999999993117e-01,4.237359529206508313e+01
4.999999999999993339e-01,3.529899953663858270e+01
3.999999999999993561e-01,2.822430180694562196e+01
2.999999999999993783e-01,2.114997269243306732e+01
1.999999999999993727e-01,1.407534858212402895e+01
9.999999999999936717e-02,7.000537521092074833e+00
-6.383782391594650107e-16,-7.404717013057017516e-02
-1.000000000000006439e-01,-7.148970104300802930e+00
-2.000000000000006495e-01,-1.422367432587219405e+01
-3.000000000000006550e-01,-2.129803380990998463e+01
-4.000000000000006883e-01,-2.837164663481868132e+01
-5.000000000000006661e-01,-3.544371936731862860e+01
-6.000000000000006439e-01,-4.251652171841446659e+01
-7.000000000000006217e-01,-4.958823033454541473e+01
-8.000000000000005995e-01,-5.666002925938559542e+01
-9.000000000000005773e-01,-6.372971728930173185e+01
-1.000000000000000666e+00,-7.080170124023848643e+01
-1.100000000000000755e+00,-7.787313582486446251e+01
-1.200000000000000844e+00,-8.494377584322553787e+01
-1.300000000000000933e+00,-9.201482136400443324e+01
-1.400000000000001021e+00,-9.908691342714350014e+01
-1.500000000000001110e+00,-1.061596829374963562e+02
-1.600000000000001199e+00,-1.132297691563193638e+02
-1.700000000000001288e+00,-1.203020991170033938e+02
-1.800000000000001377e+00,-1.273746260691084444e+02
-1.900000000000001465e+00,-1.344461482687956106e+02
-2.000000000000001332e+00,-1.415184466151556251e+02
-2.100000000000001421e+00,-1.485907030015199268e+02
-2.200000000000001510e+00,-1.556624155612779816e+02
-2.300000000000001599e+00,-1.627334288560912512e+02
-2.400000000000001688e+00,-1.698050177138936192e+02
-2.500000000000001776e+00,-1.768783876597180722e+02
-2.600000000000001865e+00,-1.839513249531564156e+02
-2.700000000000001954e+00,-1.910238913902150557e+02
-2.800000000000002043e+00,-1.980961042608169578e+02
-2.900000000000002132e+00,-2.051683399844432358e+02
-3.000000000000002220e+00,-2.122416202383409143e+02
-3.100000000000002309e+00,-2.193133353691856087e+02
-3.200000000000002398e+00,-2.263861011834540875e+02
-3.300000000000002487e+00,-2.334586654763828619e+02
-3.400000000000002576e+00,-2.405320364088559870e+02
-3.500000000000002665e+00,-2.476046919943395892e+02
-3.600000000000002753e+00,-2.546767072860188534e+02
-3.700000000000002842e+00,-2.617487416672441327e+02
-3.800000000000002931e+00,-2.688215240176356815e+02
-3.900000000000003020e+00,-2.758942121399378493e+02
-4.000000000000002665e+00,-2.829661164745497217e+02
-3.900000000000002576e+00,-2.758894106628393388e+02
-3.800000000000002487e+00,-2.688127335596011562e+02
-3.700000000000002398e+00,-2.617360766735943685e+02
-3.600000000000002309e+00,-2.546594533322548557e+02
-3.500000000000002220e+00,-2.475828670952803350e+02
-3.400000000000002132e+00,-2.405063097062186444e+02
-3.300000000000002043e+00,-2.334297737843063771e+02
-3.200000000000001954e+00,-2.263532646127970054e+02
-3.100000000000001865e+00,-2.192767854971749557e+02
-3.000000000000001776e+00,-2.122003439087503693e+02
-2.900000000000001688e+00,-2.051239271594091349e+02
-2.800000000000001599e+00,-1.980475532240639041e+02
-2.700000000000001510e+00,-1.909712120914252864e+02
-2.600000000000001421e+00,-1.838949036957471606e+02
-2.500000000000001332e+00,-1.768186309621104897e+02
-2.400000000000001243e+00,-1.697424062303308574e+02
-2.300000000000001155e+00,-1.626662600583725009e+02
-2.200000000000001066e+00,-1.555901539851053315e+02
-2.100000000000000977e+00,-1.485140894626959209e+02
-2.000000000000000888e+00,-1.414381244288865958e+02
-1.900000000000000799e+00,-1.343621950145600294e+02
-1.800000000000000711e+00,-1.272863411533338507e+02
-1.700000000000000622e+00,-1.202105901193527444e+02
-1.600000000000000533e+00,-1.131350385553937343e+02
-1.500000000000000444e+00,-1.060593308728476103e+02
-1.400000000000000355e+00,-9.898385472581364297e+01
-1.300000000000000266e+00,-9.190871265309989724e+01
-1.200000000000000178e+00,-8.483373044020076748e+01
-1.100000000000000089e+00,-7.775869710768638754e+01
-1.000000000000000000e+00,-7.068405695717385129e+01
-9.000000000000000222e-01,-6.360966097580986656e+01
-8.000000000000000444e-01,-5.653523232404236865e+01
-7.000000000000000666e-01,-4.946105598018863958e+01
-6.000000000000000888e-01,-4.238697128424374228e+01
-5.000000000000001110e-01,-3.531309479837758403e+01
-4.000000000000001332e-01,-2.823876720977629873e+01
