Displacement_mm,BaseShear_kN,Drift_pct,Stiffness_kNmm
-5.017499999999998295e+01,-2.131886840217480767e+03,-2.867142857142856438e-01,4.248902521609330307e+01
4.982500000000001705e+01,2.115412619458605150e+03,2.847142857142858086e-01,4.245685136896346279e+01
-5.017499999999998295e+01,-2.129053515934865572e+03,-2.867142857142856438e-01,4.243255637139743186e+01
6.007500000000001705e+01,2.356795690203064623e+03,3.432857142857143606e-01,3.923088955810343492e+01
-5.992499999999998295e+01,-2.354772656022876163e+03,-3.424285714285713600e-01,3.929533009633503582e+01
6.007500000000001705e+01,2.337803958440718816e+03,3.432857142857143606e-01,3.891475586251715413e+01
-5.992499999999998295e+01,-2.341208436368334333e+03,-3.424285714285713600e-01,3.906897682717288234e+01
6.007500000000001705e+01,2.331852847333323098e+03,3.432857142857143606e-01,3.881569450409192257e+01
-5.992499999999998295e+01,-2.336012601646771145e+03,-3.424285714285713600e-01,3.898227119977925526e+01
6.957500000000001705e+01,2.527122277171118185e+03,3.975714285714286311e-01,3.632227491442497325e+01
-7.042499999999998295e+01,-2.546083065675741636e+03,-4.024285714285713023e-01,3.615311417359946233e+01
6.957500000000001705e+01,2.501713162523651590e+03,3.975714285714286311e-01,3.595707024827382270e+01
-7.042499999999998295e+01,-2.523766941143345775e+03,-4.024285714285713023e-01,3.583623629596515769e+01
6.957500000000001705e+01,2.491855928113687696e+03,3.975714285714286311e-01,3.581539242707419390e+01
-7.042499999999998295e+01,-2.514897630782829765e+03,-4.024285714285713023e-01,3.571029649673880613e+01
7.957500000000001705e+01,2.668186026358645904e+03,4.547142857142857930e-01,3.353045587632605162e+01
-8.042499999999998295e+01,-2.684758261554104138e+03,-4.595714285714284641e-01,3.338213567365998813e+01
7.957500000000001705e+01,2.631505429454780369e+03,4.547142857142857930e-01,3.306949958472861795e+01
-8.042499999999998295e+01,-2.650169943510682515e+03,-4.595714285714284641e-01,3.295206644091616965e+01
7.957500000000001705e+01,2.616310685176860261e+03,4.547142857142857930e-01,3.287855086618736777e+01
-8.042499999999998295e+01,-2.636150629416878473e+03,-4.595714285714284641e-01,3.277775106517723458e+01
8.945000000000001705e+01,2.756361710496546038e+03,5.111428571428572321e-01,3.081455238117994000e+01
-9.054999999999998295e+01,-2.774509805463466364e+03,-5.174285714285713489e-01,3.064063838170587317e+01
8.945000000000001705e+01,2.707343517674903978e+03,5.111428571428572321e-01,3.026655693320182650e+01
-9.054999999999998295e+01,-2.727187933470124790e+03,-5.174285714285713489e-01,3.011803350049834549e+01
8.945000000000001705e+01,2.688770098052322737e+03,5.111428571428572321e-01,3.005891669147369782e+01
-9.054999999999998295e+01,-2.709341526357730345e+03,-5.174285714285713489e-01,2.992094452079216893e+01
9.945000000000001705e+01,2.798055849252714324e+03,5.682857142857143939e-01,2.813530265714141620e+01
-1.005499999999999829e+02,-2.812708157095852584e+03,-5.745714285714285108e-01,2.797322881248983606e+01
9.945000000000001705e+01,2.743846592426993539e+03,5.682857142857143939e-01,2.759021209076916037e+01
-1.005499999999999829e+02,-2.765164355427816645e+03,-5.745714285714285108e-01,2.750039140156953721e+01
9.945000000000001705e+01,2.729535055814626503e+03,5.682857142857143939e-01,2.744630523694948110e+01
-1.005499999999999829e+02,-2.751320010045321851e+03,-5.745714285714285108e-01,2.736270522173368747e+01
